,Date,Hour,Count,Weekday
2014-04-01 00:00:00,2014-04-01,0,12,Tuesday
2014-04-01 01:00:00,2014-04-01,1,7,Tuesday
2014-04-01 02:00:00,2014-04-01,2,7,Tuesday
2014-04-01 03:00:00,2014-04-01,3,14,Tuesday
2014-04-01 04:00:00,2014-04-01,4,28,Tuesday
2014-04-01 05:00:00,2014-04-01,5,61,Tuesday
2014-04-01 06:00:00,2014-04-01,6,78,Tuesday
2014-04-01 07:00:00,2014-04-01,7,95,Tuesday
2014-04-01 08:00:00,2014-04-01,8,74,Tuesday
2014-04-01 09:00:00,2014-04-01,9,58,Tuesday
2014-04-01 10:00:00,2014-04-01,10,36,Tuesday
2014-04-01 11:00:00,2014-04-01,11,46,Tuesday
2014-04-01 12:00:00,2014-04-01,12,40,Tuesday
2014-04-01 13:00:00,2014-04-01,13,44,Tuesday
2014-04-01 14:00:00,2014-04-01,14,38,Tuesday
2014-04-01 15:00:00,2014-04-01,15,47,Tuesday
2014-04-01 16:00:00,2014-04-01,16,50,Tuesday
2014-04-01 17:00:00,2014-04-01,17,61,Tuesday
2014-04-01 18:00:00,2014-04-01,18,69,Tuesday
2014-04-01 19:00:00,2014-04-01,19,49,Tuesday
2014-04-01 20:00:00,2014-04-01,20,44,Tuesday
2014-04-01 21:00:00,2014-04-01,21,77,Tuesday
2014-04-01 22:00:00,2014-04-01,22,35,Tuesday
2014-04-01 23:00:00,2014-04-01,23,44,Tuesday
2014-04-02 00:00:00,2014-04-02,0,18,Wednesday
2014-04-02 01:00:00,2014-04-02,1,8,Wednesday
2014-04-02 02:00:00,2014-04-02,2,8,Wednesday
2014-04-02 03:00:00,2014-04-02,3,11,Wednesday
2014-04-02 04:00:00,2014-04-02,4,45,Wednesday
2014-04-02 05:00:00,2014-04-02,5,62,Wednesday
2014-04-02 06:00:00,2014-04-02,6,77,Wednesday
2014-04-02 07:00:00,2014-04-02,7,101,Wednesday
2014-04-02 08:00:00,2014-04-02,8,83,Wednesday
2014-04-02 09:00:00,2014-04-02,9,57,Wednesday
2014-04-02 10:00:00,2014-04-02,10,51,Wednesday
2014-04-02 11:00:00,2014-04-02,11,46,Wednesday
2014-04-02 12:00:00,2014-04-02,12,43,Wednesday
2014-04-02 13:00:00,2014-04-02,13,53,Wednesday
2014-04-02 14:00:00,2014-04-02,14,40,Wednesday
2014-04-02 15:00:00,2014-04-02,15,41,Wednesday
2014-04-02 16:00:00,2014-04-02,16,46,Wednesday
2014-04-02 17:00:00,2014-04-02,17,51,Wednesday
2014-04-02 18:00:00,2014-04-02,18,65,Wednesday
2014-04-02 19:00:00,2014-04-02,19,65,Wednesday
2014-04-02 20:00:00,2014-04-02,20,57,Wednesday
2014-04-02 21:00:00,2014-04-02,21,70,Wednesday
2014-04-02 22:00:00,2014-04-02,22,47,Wednesday
2014-04-02 23:00:00,2014-04-02,23,33,Wednesday
2014-04-03 00:00:00,2014-04-03,0,20,Thursday
2014-04-03 01:00:00,2014-04-03,1,18,Thursday
2014-04-03 02:00:00,2014-04-03,2,8,Thursday
2014-04-03 03:00:00,2014-04-03,3,14,Thursday
2014-04-03 04:00:00,2014-04-03,4,23,Thursday
2014-04-03 05:00:00,2014-04-03,5,63,Thursday
2014-04-03 06:00:00,2014-04-03,6,93,Thursday
2014-04-03 07:00:00,2014-04-03,7,89,Thursday
2014-04-03 08:00:00,2014-04-03,8,87,Thursday
2014-04-03 09:00:00,2014-04-03,9,53,Thursday
2014-04-03 10:00:00,2014-04-03,10,48,Thursday
2014-04-03 11:00:00,2014-04-03,11,43,Thursday
2014-04-03 12:00:00,2014-04-03,12,57,Thursday
2014-04-03 13:00:00,2014-04-03,13,52,Thursday
2014-04-03 14:00:00,2014-04-03,14,48,Thursday
2014-04-03 15:00:00,2014-04-03,15,41,Thursday
2014-04-03 16:00:00,2014-04-03,16,60,Thursday
2014-04-03 17:00:00,2014-04-03,17,79,Thursday
2014-04-03 18:00:00,2014-04-03,18,68,Thursday
2014-04-03 19:00:00,2014-04-03,19,61,Thursday
2014-04-03 20:00:00,2014-04-03,20,76,Thursday
2014-04-03 21:00:00,2014-04-03,21,87,Thursday
2014-04-03 22:00:00,2014-04-03,22,87,Thursday
2014-04-03 23:00:00,2014-04-03,23,50,Thursday
2014-04-04 00:00:00,2014-04-04,0,28,Friday
2014-04-04 01:00:00,2014-04-04,1,14,Friday
2014-04-04 02:00:00,2014-04-04,2,10,Friday
2014-04-04 03:00:00,2014-04-04,3,18,Friday
2014-04-04 04:00:00,2014-04-04,4,32,Friday
2014-04-04 05:00:00,2014-04-04,5,64,Friday
2014-04-04 06:00:00,2014-04-04,6,98,Friday
2014-04-04 07:00:00,2014-04-04,7,104,Friday
2014-04-04 08:00:00,2014-04-04,8,108,Friday
2014-04-04 09:00:00,2014-04-04,9,77,Friday
2014-04-04 10:00:00,2014-04-04,10,65,Friday
2014-04-04 11:00:00,2014-04-04,11,59,Friday
2014-04-04 12:00:00,2014-04-04,12,72,Friday
2014-04-04 13:00:00,2014-04-04,13,72,Friday
2014-04-04 14:00:00,2014-04-04,14,48,Friday
2014-04-04 15:00:00,2014-04-04,15,53,Friday
2014-04-04 16:00:00,2014-04-04,16,65,Friday
2014-04-04 17:00:00,2014-04-04,17,115,Friday
2014-04-04 18:00:00,2014-04-04,18,97,Friday
2014-04-04 19:00:00,2014-04-04,19,104,Friday
2014-04-04 20:00:00,2014-04-04,20,122,Friday
2014-04-04 21:00:00,2014-04-04,21,143,Friday
2014-04-04 22:00:00,2014-04-04,22,144,Friday
2014-04-04 23:00:00,2014-04-04,23,104,Friday
2014-04-07 00:00:00,2014-04-07,0,19,Monday
2014-04-07 01:00:00,2014-04-07,1,14,Monday
2014-04-07 02:00:00,2014-04-07,2,7,Monday
2014-04-07 03:00:00,2014-04-07,3,23,Monday
2014-04-07 04:00:00,2014-04-07,4,35,Monday
2014-04-07 05:00:00,2014-04-07,5,54,Monday
2014-04-07 06:00:00,2014-04-07,6,91,Monday
2014-04-07 07:00:00,2014-04-07,7,107,Monday
2014-04-07 08:00:00,2014-04-07,8,86,Monday
2014-04-07 09:00:00,2014-04-07,9,52,Monday
2014-04-07 10:00:00,2014-04-07,10,39,Monday
2014-04-07 11:00:00,2014-04-07,11,36,Monday
2014-04-07 12:00:00,2014-04-07,12,43,Monday
2014-04-07 13:00:00,2014-04-07,13,45,Monday
2014-04-07 14:00:00,2014-04-07,14,53,Monday
2014-04-07 15:00:00,2014-04-07,15,52,Monday
2014-04-07 16:00:00,2014-04-07,16,65,Monday
2014-04-07 17:00:00,2014-04-07,17,86,Monday
2014-04-07 18:00:00,2014-04-07,18,71,Monday
2014-04-07 19:00:00,2014-04-07,19,77,Monday
2014-04-07 20:00:00,2014-04-07,20,59,Monday
2014-04-07 21:00:00,2014-04-07,21,60,Monday
2014-04-07 22:00:00,2014-04-07,22,44,Monday
2014-04-07 23:00:00,2014-04-07,23,20,Monday
2014-04-08 00:00:00,2014-04-08,0,14,Tuesday
2014-04-08 01:00:00,2014-04-08,1,9,Tuesday
2014-04-08 02:00:00,2014-04-08,2,5,Tuesday
2014-04-08 03:00:00,2014-04-08,3,12,Tuesday
2014-04-08 04:00:00,2014-04-08,4,26,Tuesday
2014-04-08 05:00:00,2014-04-08,5,54,Tuesday
2014-04-08 06:00:00,2014-04-08,6,104,Tuesday
2014-04-08 07:00:00,2014-04-08,7,87,Tuesday
2014-04-08 08:00:00,2014-04-08,8,83,Tuesday
2014-04-08 09:00:00,2014-04-08,9,62,Tuesday
2014-04-08 10:00:00,2014-04-08,10,37,Tuesday
2014-04-08 11:00:00,2014-04-08,11,42,Tuesday
2014-04-08 12:00:00,2014-04-08,12,39,Tuesday
2014-04-08 13:00:00,2014-04-08,13,41,Tuesday
2014-04-08 14:00:00,2014-04-08,14,45,Tuesday
2014-04-08 15:00:00,2014-04-08,15,45,Tuesday
2014-04-08 16:00:00,2014-04-08,16,47,Tuesday
2014-04-08 17:00:00,2014-04-08,17,59,Tuesday
2014-04-08 18:00:00,2014-04-08,18,67,Tuesday
2014-04-08 19:00:00,2014-04-08,19,52,Tuesday
2014-04-08 20:00:00,2014-04-08,20,54,Tuesday
2014-04-08 21:00:00,2014-04-08,21,57,Tuesday
2014-04-08 22:00:00,2014-04-08,22,44,Tuesday
2014-04-08 23:00:00,2014-04-08,23,30,Tuesday
2014-04-09 00:00:00,2014-04-09,0,25,Wednesday
2014-04-09 01:00:00,2014-04-09,1,13,Wednesday
2014-04-09 02:00:00,2014-04-09,2,9,Wednesday
2014-04-09 03:00:00,2014-04-09,3,22,Wednesday
2014-04-09 04:00:00,2014-04-09,4,39,Wednesday
2014-04-09 05:00:00,2014-04-09,5,43,Wednesday
2014-04-09 06:00:00,2014-04-09,6,92,Wednesday
2014-04-09 07:00:00,2014-04-09,7,102,Wednesday
2014-04-09 08:00:00,2014-04-09,8,93,Wednesday
2014-04-09 09:00:00,2014-04-09,9,41,Wednesday
2014-04-09 10:00:00,2014-04-09,10,41,Wednesday
2014-04-09 11:00:00,2014-04-09,11,42,Wednesday
2014-04-09 12:00:00,2014-04-09,12,48,Wednesday
2014-04-09 13:00:00,2014-04-09,13,35,Wednesday
2014-04-09 14:00:00,2014-04-09,14,44,Wednesday
2014-04-09 15:00:00,2014-04-09,15,42,Wednesday
2014-04-09 16:00:00,2014-04-09,16,39,Wednesday
2014-04-09 17:00:00,2014-04-09,17,56,Wednesday
2014-04-09 18:00:00,2014-04-09,18,54,Wednesday
2014-04-09 19:00:00,2014-04-09,19,60,Wednesday
2014-04-09 20:00:00,2014-04-09,20,73,Wednesday
2014-04-09 21:00:00,2014-04-09,21,69,Wednesday
2014-04-09 22:00:00,2014-04-09,22,54,Wednesday
2014-04-09 23:00:00,2014-04-09,23,35,Wednesday
2014-04-10 00:00:00,2014-04-10,0,21,Thursday
2014-04-10 01:00:00,2014-04-10,1,16,Thursday
2014-04-10 02:00:00,2014-04-10,2,8,Thursday
2014-04-10 03:00:00,2014-04-10,3,19,Thursday
2014-04-10 04:00:00,2014-04-10,4,31,Thursday
2014-04-10 05:00:00,2014-04-10,5,53,Thursday
2014-04-10 06:00:00,2014-04-10,6,96,Thursday
2014-04-10 07:00:00,2014-04-10,7,92,Thursday
2014-04-10 08:00:00,2014-04-10,8,75,Thursday
2014-04-10 09:00:00,2014-04-10,9,55,Thursday
2014-04-10 10:00:00,2014-04-10,10,38,Thursday
2014-04-10 11:00:00,2014-04-10,11,54,Thursday
2014-04-10 12:00:00,2014-04-10,12,55,Thursday
2014-04-10 13:00:00,2014-04-10,13,48,Thursday
2014-04-10 14:00:00,2014-04-10,14,48,Thursday
2014-04-10 15:00:00,2014-04-10,15,50,Thursday
2014-04-10 16:00:00,2014-04-10,16,57,Thursday
2014-04-10 17:00:00,2014-04-10,17,74,Thursday
2014-04-10 18:00:00,2014-04-10,18,77,Thursday
2014-04-10 19:00:00,2014-04-10,19,73,Thursday
2014-04-10 20:00:00,2014-04-10,20,71,Thursday
2014-04-10 21:00:00,2014-04-10,21,87,Thursday
2014-04-10 22:00:00,2014-04-10,22,68,Thursday
2014-04-10 23:00:00,2014-04-10,23,83,Thursday
2014-04-11 00:00:00,2014-04-11,0,23,Friday
2014-04-11 01:00:00,2014-04-11,1,19,Friday
2014-04-11 02:00:00,2014-04-11,2,14,Friday
2014-04-11 03:00:00,2014-04-11,3,21,Friday
2014-04-11 04:00:00,2014-04-11,4,29,Friday
2014-04-11 05:00:00,2014-04-11,5,33,Friday
2014-04-11 06:00:00,2014-04-11,6,105,Friday
2014-04-11 07:00:00,2014-04-11,7,100,Friday
2014-04-11 08:00:00,2014-04-11,8,102,Friday
2014-04-11 09:00:00,2014-04-11,9,74,Friday
2014-04-11 10:00:00,2014-04-11,10,47,Friday
2014-04-11 11:00:00,2014-04-11,11,54,Friday
2014-04-11 12:00:00,2014-04-11,12,63,Friday
2014-04-11 13:00:00,2014-04-11,13,84,Friday
2014-04-11 14:00:00,2014-04-11,14,62,Friday
2014-04-11 15:00:00,2014-04-11,15,55,Friday
2014-04-11 16:00:00,2014-04-11,16,43,Friday
2014-04-11 17:00:00,2014-04-11,17,62,Friday
2014-04-11 18:00:00,2014-04-11,18,66,Friday
2014-04-11 19:00:00,2014-04-11,19,85,Friday
2014-04-11 20:00:00,2014-04-11,20,76,Friday
2014-04-11 21:00:00,2014-04-11,21,120,Friday
2014-04-11 22:00:00,2014-04-11,22,125,Friday
2014-04-11 23:00:00,2014-04-11,23,109,Friday
2014-04-14 00:00:00,2014-04-14,0,13,Monday
2014-04-14 01:00:00,2014-04-14,1,8,Monday
2014-04-14 02:00:00,2014-04-14,2,8,Monday
2014-04-14 03:00:00,2014-04-14,3,15,Monday
2014-04-14 04:00:00,2014-04-14,4,30,Monday
2014-04-14 05:00:00,2014-04-14,5,58,Monday
2014-04-14 06:00:00,2014-04-14,6,72,Monday
2014-04-14 07:00:00,2014-04-14,7,88,Monday
2014-04-14 08:00:00,2014-04-14,8,85,Monday
2014-04-14 09:00:00,2014-04-14,9,43,Monday
2014-04-14 10:00:00,2014-04-14,10,52,Monday
2014-04-14 11:00:00,2014-04-14,11,45,Monday
2014-04-14 12:00:00,2014-04-14,12,42,Monday
2014-04-14 13:00:00,2014-04-14,13,54,Monday
2014-04-14 14:00:00,2014-04-14,14,44,Monday
2014-04-14 15:00:00,2014-04-14,15,57,Monday
2014-04-14 16:00:00,2014-04-14,16,53,Monday
2014-04-14 17:00:00,2014-04-14,17,59,Monday
2014-04-14 18:00:00,2014-04-14,18,41,Monday
2014-04-14 19:00:00,2014-04-14,19,37,Monday
